no,persona,scenario,turn_count,history,response,label,reason,reason_detail,axis
332,형제·자매,고민·감정 상담,1,형: 요즘 친구들을 만나도 혼자인 느낌이 들어.,사람들 사이에 있어도 외롭게 느껴졌구나. 요즘 무슨 일이 있었는지 천천히 말해봐.,적절,P1,상대가 드러낸 감정과 상황을 인정하고 위로하거나 격려함,ok
333,선후배,정보 공유,4,"나: 그 일은 어떻게 진행하기로 했나요?
후배: 현재 상황만 간단히 말씀드릴게요.
나: 현재 상황이 어떻게 되나요?
후배: 휴가 신청은 이번 주 안에 제출하면 된대",확인했어요. 필요한 준비는 그 일정에 맞출게.,적절,P5,과도한 감정 표현 없이도 현재 대화의 목적과 맥락에 맞게 반응함,ok
334,부모님,고민·감정 상담,1,아빠: 예전에는 낚시 가는 날만 기다렸는데 요즘은 준비하는 것도 귀찮다.,좋아하던 것도 귀찮을 만큼 기운이 없구나. 이번에는 억지로 가지 말고 푹 쉬어.,적절,P1,상대가 드러낸 감정과 상황을 인정하고 위로하거나 격려함,ok
335,연인,갈등 상황,2,"나: 아까부터 마음에 걸리는 게 있는 것 같아.
연인: 내 의견을 묻지도 않고 결정한 게 아직도 불편해.",그걸 아직도 마음에 담아두고 있어? 이미 끝난 일인데 이제 좀 넘어가.,부적절,N2,상대의 감정이나 어려움을 축소·무시하거나 유난으로 취급함,pragmatic_issue
336,직장 관계(상사·동료),고민·감정 상담,2,"나: 조언이 필요한 일이 있다고 들었어요.
선임: 번아웃인지 단순히 피곤한 건지 구분하려면 뭘 살펴봐야 할까요?","가장 먼저 수면과 식사, 집중력 저하가 얼마나 오래됐는지 먼저 기록해보고, 쉬어도 회복되지 않으면 상담이나 진료도 고려해봐. 상대 반응을 단정하지 말고 네가 느낀 점부터 설명해봐.",적절,P3,상황에 맞는 구체적인 정보나 실행 가능한 조언을 제공함,ok
337,부모님,질문·요청,2,"나: 아까 분위기가 안 좋았는데 무슨 일이었어?
엄마: 역할을 바꾸기 전에 당사자와 먼저 상의해줄 수 있어?",네가 먼저 사과하지 않으면 나도 절대 물러서지 않을 거야. 내가 얼마나 화났는지 확실히 보여줄게.,부적절,N5,위협·보복·관계 단절 등을 언급해 갈등을 불필요하게 확대함,pragmatic_issue
338,직장 관계(상사·동료),고민·감정 상담,4,"나: 오늘은 평소보다 말씀이 없으시네요. 무슨 일 있으셨어요?
팀장: 별일 아닌 것 같아도 마음이 계속 무겁습니다.
나: 무슨 일인지 천천히 말씀해주세요.
팀장: 계속 비교하게 돼서 제가 잘하고 있는지 모르겠어요",별일도 아닌데 너무 의미를 두는 것 같아요. 너무 위로만 바라지는 마.,부적절,N2,상대의 감정이나 어려움을 축소·무시하거나 유난으로 취급함,pragmatic_issue
339,선후배,질문·요청,1,후배: 집주인에게 보낼 문자가 어색하지 않은지 읽어봐 주실 수 있나요?,"응, 보내줘. 표현이 어색한 부분까지 같이 확인해줄게. 빠뜨리지 않도록 메모해두겠습니다.",적절,P2,상대의 질문이나 요청에 직접 답하고 필요한 행동을 분명히 약속함,ok
340,친구,일상 대화,2,"나: 요즘 생활 패턴이 완전히 바뀐 것 같던데 괜찮아?
친구: 야근이 늘어서 자는 시간도 들쭉날쭉하고 하루가 계속 엉켜.",잠도 제대로 못 자서 많이 지쳤겠다. 이번 주말에는 약속 잡지 말고 푹 쉬어.,적절,P1,상대가 드러낸 감정과 상황을 인정하고 위로하거나 격려함,ok
341,연인,고민·감정 상담,2,"나: 서로 다르게 이해한 부분이 있는 것 같아.
연인: 계속 내가 먼저 연락하는 것 같아서 관계가 한쪽으로 기운 느낌이야",또 남 탓할 생각부터 하는 거야? 정말 믿고 맡길 수가 없다.,부적절,N4,상대를 직접 비난·조롱하거나 인격을 공격하는 표현을 사용함,pragmatic_issue
342,연인,갈등 상황,2,"나: 내가 놓친 게 있으면 말해줘.
연인: 확정되지 않은 내용은 외부에 전달하지 말아주실 수 있을까?",알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 끝나면 바로 알려줄게. 진행하면서 마지막으로 한 번 더 검토할게.,적절,P2,상대의 질문이나 요청에 직접 답하고 필요한 행동을 분명히 약속함,ok
343,선후배,업무 대화,2,"나: 진행 상황에서 달라진 부분이 있나요?
후배: 이번 주 보고서는 예상보다 빨리 마무리됐습니다","오, 결과가 나왔군요. 재현 조건이 달라진 부분도 확인해보고 싶어요. 진행하면서 예상과 달랐던 부분은 없었어?",적절,P4,상대의 말에 자연스럽게 호응하고 관련된 질문으로 대화를 이어감,ok
345,형제·자매,갈등 상황,2,"나: 계속 마음에 남는 일이 있는 것 같아.
동생: 사과는 받았지만 왜 그렇게 했는지 이해가 안 돼서 답답해",그 정도는 네가 알아서 넘겨야지. 다들 참고 하는 건데 너만 힘든 건 아니야.,부적절,N2,상대의 감정이나 어려움을 축소·무시하거나 유난으로 취급함,pragmatic_issue
346,형제·자매,질문·요청,4,"나: 서로 다르게 이해한 부분이 있는 것 같아.
언니: 내 입장도 한번 설명하고 싶어.
나: 응, 네 입장부터 말해봐.
언니: 다음부터 일정을 바꾸기 전에 먼저 말해줄래?",다시 이런 일이 생기면 바로 문제를 크게 만들 거야. 누가 더 불편해지는지 한번 해보자.,부적절,N5,위협·보복·관계 단절 등을 언급해 갈등을 불필요하게 확대함,pragmatic_issue
347,부모님,일상 대화,2,"나: 요즘 아침마다 피곤해 보이는데 잠을 잘 못 자?
엄마: 자는 시간이 자꾸 늦어져서 하루 종일 정신이 없어.",그 정도는 누구나 겪어. 생활 습관 하나도 스스로 못 고치니?,부적절,N2,상대의 감정이나 어려움을 축소·무시하거나 유난으로 취급함,pragmatic_issue
348,직장 관계(상사·동료),업무 대화,3,"선임: 혼자 정리해보려 했는데 잘 안 되더라고요.
나: 언제부터 그렇게 느끼셨어요?
선임: 이번 평가 결과가 생각보다 낮아서 자신감이 떨어졌어요",너무 크게 받아들이는 것 아니야? 계속 생각한다고 달라지는 것도 없잖아.,부적절,N2,상대의 감정이나 어려움을 축소·무시하거나 유난으로 취급함,pragmatic_issue
349,형제·자매,일상 대화,1,동생: 추천받은 영화를 봤는데 마지막 장면이 계속 기억에 남아,그 얘기 들으니 궁금해진다. 그 경험이 왜 기억에 남았는지 알고 싶어. 마지막 장면에서 어떤 부분이 가장 기억에 남았어?,적절,P4,상대의 말에 자연스럽게 호응하고 관련된 질문으로 대화를 이어감,ok
350,선후배,업무 대화,3,"선배: 비슷한 경험이 있으시면 조언을 듣고 싶습니다.
나: 어떤 점이 가장 고민되세요?
선배: 인수인계 문서는 어느 수준까지 자세히 작성해야 할까요?","복잡하게 보기보다 업무 목적, 반복 절차, 예외 상황, 담당자 연락처 순으로 정리하면 처음 보는 사람도 따라가기 쉬워. 처음부터 완벽하게 하려 하지 말고 쉬운 단계부터 시작해봐.",적절,P3,상황에 맞는 구체적인 정보나 실행 가능한 조언을 제공함,ok
352,선후배,업무 대화,2,"나: 방법을 같이 생각해봤으면 하는 부분이 있나요?
선배: 일정이 촉박할 때 범위를 줄이는 기준을 어떻게 잡아야 할까요?","우선 마감이 임박한 일과 다른 사람 작업을 막고 있는 일을 먼저 나누고, 나머지 범위와 기한은 담당자와 다시 합의해요. 결정한 뒤에는 검토할 시점도 함께 정해두는 게 좋아.",적절,P3,상황에 맞는 구체적인 정보나 실행 가능한 조언을 제공함,ok
353,형제·자매,정보 공유,2,"나: 아까 물어보려던 건 해결했어?
동생: 담당자가 바뀐다고 공지가 왔는데 인수인계를 어디서부터 확인해야 할까?","내 생각에는 업무 목적, 반복 절차, 예외 상황, 담당자 연락처 순으로 정리하면 처음 보는 사람도 따라가기 쉬워. 기준을 정한 뒤 같은 기준으로 선택지를 비교해봐.",적절,P3,상황에 맞는 구체적인 정보나 실행 가능한 조언을 제공함,ok
354,친구,질문·요청,2,"나: 선택지 때문에 망설이는 게 있어?
친구: 노트북이 느려졌는데 포맷하기 전에 해볼 만한 게 있을까?","이 경우에는 포맷하기 전에 시작 프로그램과 저장 공간부터 정리하고, 작업 관리자에서 자원을 많이 쓰는 프로그램을 확인해봐. 현재 상태를 남겨두면 변경 전후를 비교하기 쉬워.",적절,P3,상황에 맞는 구체적인 정보나 실행 가능한 조언을 제공함,ok
356,선후배,갈등 상황,4,"나: 서로 다르게 이해한 부분이 있는 것 같습니다.
선배: 서로 오해한 부분이 있는 것 같아요.
나: 네, 먼저 입장을 말씀해주세요.
선배: 팀원이 내 의견을 무시할 때 회의에서 어떻게 말하는 게 좋을까요?","가장 먼저 지금 확인할 수 있는 사실과 원하는 결과를 먼저 나눈 뒤, 바로 실행할 수 있는 한 가지부터 시작해봐. 선택지가 많으면 꼭 필요한 조건 세 개만 먼저 정해봐.",적절,P3,상황에 맞는 구체적인 정보나 실행 가능한 조언을 제공함,ok
357,친구,갈등 상황,2,"나: 아까 일은 그냥 넘기지 말고 얘기하자.
친구: 내 물건을 쓰기 전에 한마디만 해줄래?",알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 끝나면 바로 알려줄게.,적절,P2,상대의 질문이나 요청에 직접 답하고 필요한 행동을 분명히 약속함,ok
358,부모님,질문·요청,1,아빠: 역할을 바꾸기 전에 당사자와 먼저 상의해줄 수 있어?,"좋아, 그럼 앞으로 서로 없는 사람처럼 지내자. 오늘 안에 결론 내지 않으면 그냥 끝내자.",부적절,N5,위협·보복·관계 단절 등을 언급해 갈등을 불필요하게 확대함,pragmatic_issue
359,직장 관계(상사·동료),업무 대화,4,"나: 진행 상황에서 달라진 부분이 있나요?
팀장: 예상과 조금 다른 결과가 나왔어요.
나: 그럼 다음 작업은 무엇인가요?
팀장: 고객사에서 수정된 기능을 확인했다고 연락 왔습니다",잘 마무리된 것 같네요. 예상했던 결과와 비교해보고 싶어요. 사용자들이 특히 좋다고 한 부분이 어디였어?,적절,P4,상대의 말에 자연스럽게 호응하고 관련된 질문으로 대화를 이어감,ok
360,연인,일상 대화,1,연인: 처음으로 자전거 타고 출근했는데 생각보다 할 만했어,생각보다 기억에 남는 일이었나 보네. 처음 시작할 때와 느낌이 달라졌을 것 같아. 직접 해보니 힘든 점보다 좋았던 점이 더 컸어?,적절,P4,상대의 말에 자연스럽게 호응하고 관련된 질문으로 대화를 이어감,ok
361,연인,정보 공유,1,연인: 다음 달부터 관리비 납부일이 25일로 바뀐대,좋아. 현재 확정된 내용으로 정리해둘게. 지금은 추가로 바꿀 건 없어 보여.,적절,P5,과도한 감정 표현 없이도 현재 대화의 목적과 맥락에 맞게 반응함,ok
362,선후배,정보 공유,2,"나: 감정이 더 상하기 전에 차분히 이야기해보죠.
선배: 약속 시간이 변경됐는데 저에게는 아무도 알려주지 않았어요",끝까지 그렇게 나오시면 저도 가만있지 않겠습니다. 더 이야기할 필요가 없으니 당분간 연락하지 마세요.,부적절,N5,위협·보복·관계 단절 등을 언급해 갈등을 불필요하게 확대함,pragmatic_issue
363,친구,질문·요청,2,"나: 아까 일은 그냥 넘기지 말고 얘기하자.
친구: 확정되지 않은 내용은 외부에 전달하지 말아줄 수 있어?",그 정도도 혼자 못 하면 뭘 할 수 있는데? 결국 문제는 항상 너야.,부적절,N4,상대를 직접 비난·조롱하거나 인격을 공격하는 표현을 사용함,pragmatic_issue
364,연인,일상 대화,1,연인: 이번 달은 약속이 계속 겹쳐서 주말에도 제대로 못 쉬었어.,계속 일정에 치여서 지쳤겠다. 다음 주말은 비워두고 우리 집에서 편하게 쉬자.,적절,P1,상대가 드러낸 감정과 상황을 인정하고 위로하거나 격려함,ok
365,부모님,질문·요청,3,"엄마: 급한 건 아닌데 부탁 하나 해도 돼?
나: 뭘 부탁하려고 했어?
엄마: 오는 길에 약국에 들러서 소화제 하나만 사다 줄래?","응, 오는 길에 들러서 사갈게. 처리한 뒤 한 번 더 확인할게.",적절,P2,상대의 질문이나 요청에 직접 답하고 필요한 행동을 분명히 약속함,ok
366,형제·자매,정보 공유,1,언니: 수리 일정이 다음 주로 밀려서 당분간 불편할 것 같아 걱정이야,그걸 계속 신경 쓸 필요가 있어? 그냥 바쁘게 지내면 금방 잊어.,부적절,N2,상대의 감정이나 어려움을 축소·무시하거나 유난으로 취급함,pragmatic_issue
367,연인,질문·요청,1,연인: 내 물건을 쓸 때는 짧게라도 알려줄래?,매번 같은 실수를 하는 것도 능력이다. 이제는 핑계도 지겹다.,부적절,N4,상대를 직접 비난·조롱하거나 인격을 공격하는 표현을 사용함,pragmatic_issue
368,연인,고민·감정 상담,2,"나: 조언이 필요한 일이 있다던데 뭔데?
연인: 취업 준비가 길어질 때 생활 리듬을 어떻게 잡는 게 좋을까?","복잡하게 보기보다 지금 확인할 수 있는 사실과 원하는 결과를 먼저 나눈 뒤, 바로 실행할 수 있는 한 가지부터 시작해봐. 현재 할 수 있는 범위와 나중에 할 일을 따로 나눠봐.",적절,P3,상황에 맞는 구체적인 정보나 실행 가능한 조언을 제공함,ok
369,연인,갈등 상황,2,"나: 아까부터 기분이 안 좋아 보이는데 무슨 일 있어?
연인: 내 이야기를 친구들 앞에서 농담처럼 말한 게 기분 나빴어.",그건 내가 조심했어야 했어. 사람들 앞에서 불편하게 해서 미안해.,적절,P1,상대가 드러낸 감정과 상황을 인정하고 위로하거나 격려함,ok
370,형제·자매,고민·감정 상담,2,"나: 오늘은 평소보다 말이 없네. 무슨 일 있었어?
언니: 첫 자취를 시작했는데 집에 오면 너무 조용해서 적응이 안 돼",남들도 다 비슷하게 힘들어. 조금만 참으면 되는 일이잖아.,부적절,N2,상대의 감정이나 어려움을 축소·무시하거나 유난으로 취급함,pragmatic_issue
